Order ID,Order Date,Year,Month,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin,Payment Mode
10032,11-12-2023,2023,Dec,Bhamini Kuruvilla,North,Jaipur,Sports,Cricket Bat,Cricket Bat Voluptatum,4,76643,5,291243.4,40522.22,13.90%,UPI
10033,24-06-2024,2024,Jun,Kavya Saran,West,Ahmedabad,Furniture,Sofa,Sofa Deleniti,4,60561,20,193795.2,21970.55,11.30%,Net Banking
10034,11-07-2025,2025,Jul,Mannat Batta,East,Guwahati,Toys,RC Car,RC Car Quam,4,19080,20,61056,10008.03,16.40%,Debit Card
10035,31-12-2023,2023,Dec,Shayak Bala,South,Thiruvananthapuram,Toys,Action Figure,Action Figure Laboriosam,2,48271,20,77233.6,13625.93,17.60%,Net Banking
10036,08-03-2025,2025,Mar,Hrishita Kumer,South,Thiruvananthapuram,Beauty,Lipstick,Lipstick Accusantium,4,7232,15,24588.8,4643.94,18.90%,Credit Card
10037,02-12-2024,2024,Dec,Prisha Gaba,West,Surat,Sports,Dumbbells,Dumbbells Quas,2,78467,0,156934,9444.77,6.00%,Credit Card
10038,19-10-2023,2023,Oct,Arhaan Gole,North,Lucknow,Sports,Yoga Mat,Yoga Mat Quaerat,4,34124,5,129671.2,8392.19,6.50%,UPI
10039,30-09-2025,2025,Sep,Shaan Bala,East,Ranchi,Toys,Puzzle,Puzzle Assumenda,2,60907,0,121814,24378.77,20.00%,COD
10040,16-11-2023,2023,Nov,Taran Kala,North,Lucknow,Kitchen,Refrigerator,Refrigerator Libero,5,9102,10,40959,7785.75,19.00%,Debit Card
10041,18-09-2024,2024,Sep,Nitara Hayre,East,Guwahati,Toys,Board Game,Board Game Consequuntur,5,76782,20,307128,47122.1,15.30%,UPI
10042,01-07-2025,2025,Jul,Lavanya Tata,North,Amritsar,Toys,Doll,Doll Laborum,5,57559,5,273405.25,26969.18,9.90%,Debit Card
10043,11-02-2024,2024,Feb,Badal Dada,West,Surat,Electronics,Camera,Camera A,2,68630,0,137260,16783.04,12.20%,Net Banking
10044,23-10-2024,2024,Oct,Bhamini Sane,South,Coimbatore,Groceries,Rice,Rice Incidunt,5,64105,20,256420,61655.17,24.00%,Net Banking
10045,03-11-2023,2023,Nov,Eva Babu,East,Guwahati,Books,Textbook,Textbook Consequuntur,2,68202,0,136404,33860.63,24.80%,Debit Card
10046,20-11-2023,2023,Nov,Prerak Saha,West,Pune,Books,Biography,Biography Magni,1,36207,15,30775.95,5230.85,17.00%,COD
10047,01-10-2025,2025,Oct,Advik Sule,North,Delhi,Beauty,Perfume,Perfume Quisquam,3,55843,10,150776.1,23835.95,15.80%,Credit Card
10048,03-09-2025,2025,Sep,Divij Chawla,West,Surat,Sports,Tennis Racket,Tennis Racket Sapiente,5,60512,5,287432,41217.09,14.30%,Credit Card
10049,22-01-2025,2025,Jan,Nirvaan Ben,North,Delhi,Toys,Puzzle,Puzzle Dolorem,1,70834,10,63750.6,4232.48,6.60%,UPI
10050,28-04-2024,2024,Apr,Shlok Dayal,West,Ahmedabad,Clothing,Shoes,Shoes Deleniti,1,33485,0,33485,6131.25,18.30%,COD
10051,04-05-2024,2024,May,Vritika Cherian,East,Patna,Beauty,Perfume,Perfume Rerum,5,8568,5,40698,3935.7,9.70%,UPI
10052,06-05-2025,2025,May,Eshani Arya,East,Ranchi,Furniture,Sofa,Sofa Omnis,4,64645,5,245651,51927.61,21.10%,UPI
10053,02-09-2025,2025,Sep,Elakshi Bajwa,West,Goa,Books,Biography,Biography Illum,5,12976,0,64880,11967.13,18.40%,COD
10054,15-04-2024,2024,Apr,Jayant Kala,West,Pune,Clothing,Women's Wear,Women's Wear Odio,3,27698,20,66475.2,8946.95,13.50%,UPI
10055,09-12-2023,2023,Dec,Biju Mannan,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,2,28261,15,48043.7,10879.68,22.60%,Debit Card
10056,19-05-2024,2024,May,Alisha Sampath,North,Jaipur,Furniture,Bed,Bed Molestias,5,42462,0,212310,11609.02,5.50%,Net Banking
10057,05-12-2023,2023,Dec,Rhea Krishnamurthy,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,4,62926,0,251704,40267.43,16.00%,Credit Card
10058,16-10-2024,2024,Oct,Samarth Chatterjee,East,Patna,Toys,Puzzle,Puzzle Ut,4,73473,15,249808.2,56964.33,22.80%,Net Banking
10059,09-10-2024,2024,Oct,Ojas Konda,West,Pune,Furniture,Cabinet,Cabinet Odit,3,29226,15,74526.3,17899.47,24.00%,Net Banking
10060,16-05-2025,2025,May,Heer Saran,West,Mumbai,Home Decor,Vase,Vase Necessitatibus,2,9860,10,17748,4403.6,24.80%,Credit Card
10061,30-04-2025,2025,Apr,Manikya Dar,West,Ahmedabad,Sports,Football,Football Eveniet,5,17665,0,88325,17529.47,19.80%,UPI
10062,09-04-2024,2024,Apr,Azad Kunda,South,Chennai,Kitchen,Cookware Set,Cookware Set Nisi,2,13751,15,23376.7,5552.74,23.80%,Debit Card
10063,26-01-2025,2025,Jan,Drishya Apte,West,Pune,Kitchen,Juicer,Juicer Totam,5,11226,10,50517,2567.28,5.10%,Debit Card
10064,27-12-2023,2023,Dec,Shray Arya,West,Pune,Toys,Action Figure,Action Figure Cum,4,70618,5,268348.4,50743.1,18.90%,COD
10065,23-06-2024,2024,Jun,Ritvik Madan,South,Bangalore,Books,Biography,Biography Nobis,3,37492,15,95604.6,19263.79,20.10%,UPI
10066,22-06-2024,2024,Jun,Purab Batta,North,Chandigarh,Kitchen,Juicer,Juicer Vero,2,34997,0,69994,11129.92,15.90%,COD
10067,28-05-2025,2025,May,Purab Krishna,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,2,71572,10,128829.6,14012.66,10.90%,Credit Card
10068,23-02-2024,2024,Feb,Manikya Srinivasan,West,Goa,Books,Biography,Biography Ad,5,38936,5,184946,30144.65,16.30%,COD
10069,24-11-2023,2023,Nov,Raghav Gara,East,Bhubaneswar,Home Decor,Vase,Vase Molestiae,1,19506,0,19506,2911.1,14.90%,Net Banking
10070,02-01-2025,2025,Jan,Raghav Sabharwal,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,5,48227,10,217021.5,52730.72,24.30%,UPI
10071,31-08-2024,2024,Aug,Tanya Vora,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697,5,7686.45,387.48,5.00%,Net Banking
10072,18-06-2025,2025,Jun,Mannat Dhaliwal,East,Ranchi,Toys,RC Car,RC Car Eius,4,47678,20,152569.6,13719.94,9.00%,Debit Card
10073,01-04-2025,2025,Apr,Drishya Korpal,North,Chandigarh,Home Decor,Cushion,Cushion Quis,1,39545,15,33613.25,4294.42,12.80%,COD
10074,14-03-2024,2024,Mar,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,60787,15,258344.75,33333.56,12.90%,Credit Card
10075,09-12-2024,2024,Dec,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,26035,20,20828,2957.26,14.20%,Net Banking
10076,17-01-2025,2025,Jan,Adah Kaul,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,5,41865,10,188392.5,36655.65,19.50%,COD
10077,04-03-2025,2025,Mar,Shalv Subramaniam,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,4,76576,10,275673.6,39540.52,14.30%,Net Banking
10078,10-04-2024,2024,Apr,Chirag Hans,South,Bangalore,Electronics,Camera,Camera Nostrum,2,33749,20,53998.4,6954.99,12.90%,COD
10079,05-07-2024,2024,Jul,Saanvi Deshmukh,West,Pune,Kitchen,Refrigerator,Refrigerator Sequi,4,46014,15,156447.6,8166.96,5.20%,UPI
10080,17-02-2025,2025,Feb,Yakshit Bajwa,West,Surat,Beauty,Lipstick,Lipstick At,5,55423,10,249403.5,15673.19,6.30%,Debit Card
10081,05-12-2023,2023,Dec,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,5,5463,5,25949.25,1306.37,5.00%,Debit Card
10082,13-12-2024,2024,Dec,Kashvi Bakshi,South,Hyderabad,Sports,Yoga Mat,Yoga Mat Deserunt,1,4714,0,4714,547.63,11.60%,COD
10083,20-06-2025,2025,Jun,Myra Goda,East,Ranchi,Sports,Tennis Racket,Tennis Racket Cupiditate,4,31170,10,112212,22964.29,20.50%,Debit Card
10084,20-07-2024,2024,Jul,Jayesh Ramachandran,West,Goa,Home Decor,Vase,Vase Similique,1,8927,20,7141.6,1373.47,19.20%,COD
10085,01-11-2024,2024,Nov,Hazel Reddy,East,Bhubaneswar,Furniture,Cabinet,Cabinet Natus,1,16256,5,15443.2,1764.79,11.40%,Credit Card
10086,02-06-2025,2025,Jun,Shamik Keer,East,Guwahati,Toys,Board Game,Board Game Sequi,2,22240,0,44480,8602.03,19.30%,UPI
10087,29-03-2024,2024,Mar,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,3,62172,0,186516,23035.44,12.40%,Debit Card
10088,15-11-2023,2023,Nov,Baiju Dube,North,Lucknow,Sports,Tennis Racket,Tennis Racket Aperiam,5,39458,5,187425.5,44132.79,23.50%,COD
10089,25-12-2024,2024,Dec,Ehsaan Butala,South,Thiruvananthapuram,Books,Comics,Comics Voluptatibus,4,34376,5,130628.8,15353.38,11.80%,Net Banking
10090,26-02-2025,2025,Feb,Bhavin Toor,West,Mumbai,Clothing,Kids Wear,Kids Wear Ipsa,4,53084,15,180485.6,19220.42,10.60%,Credit Card
10091,08-06-2025,2025,Jun,Romil Sawhney,East,Guwahati,Beauty,Lipstick,Lipstick Nostrum,3,60656,0,181968,26322.7,14.50%,Debit Card
10092,29-01-2025,2025,Jan,Mamooty Mannan,North,Chandigarh,Electronics,Camera,Camera Ipsa,1,73564,15,62529.4,13309.3,21.30%,Credit Card
10093,11-01-2025,2025,Jan,Reyansh Saraf,East,Patna,Furniture,Sofa,Sofa Quaerat,5,26060,5,123785,24340.25,19.70%,UPI
10094,08-01-2025,2025,Jan,Jayesh Madan,South,Hyderabad,Beauty,Perfume,Perfume Qui,4,72702,5,276267.6,35015.76,12.70%,Debit Card
10095,12-01-2024,2024,Jan,Kiaan Ranganathan,East,Patna,Electronics,Camera,Camera Temporibus,2,40818,20,65308.8,5824.16,8.90%,UPI
10096,31-05-2024,2024,May,Riya Varughese,West,Pune,Groceries,Spices,Spices Reiciendis,3,24183,0,72549,17203.3,23.70%,Credit Card
10097,17-10-2024,2024,Oct,Yasmin Warrior,East,Patna,Groceries,Oil,Oil Non,4,19526,15,66388.4,12866.73,19.40%,Credit Card
10098,26-11-2023,2023,Nov,Vihaan Bhalla,West,Mumbai,Books,Fiction,Fiction Nemo,5,54037,0,270185,58810.96,21.80%,Net Banking
10099,12-02-2024,2024,Feb,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,5,63813,0,319065,36797.04,11.50%,Credit Card
10100,24-12-2023,2023,Dec,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,3,74680,10,201636,41541.42,20.60%,Credit Card
10101,16-06-2025,2025,Jun,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,4,13189,10,47480.4,10986.33,23.10%,Net Banking
10102,04-11-2024,2024,Nov,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,4,1138,10,4096.8,888.13,21.70%,Credit Card
10103,14-08-2025,2025,Aug,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,5,76226,20,304904,22939.07,7.50%,Credit Card
10104,10-02-2025,2025,Feb,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,3,31343,15,79924.65,18762.37,23.50%,Net Banking
10105,17-11-2023,2023,Nov,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,4,61338,15,208549.2,40557.88,19.40%,Net Banking
10106,19-05-2024,2024,May,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,1,8623,20,6898.4,677.28,9.80%,Debit Card
10107,27-10-2024,2024,Oct,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,3,41142,5,117254.7,7179.82,6.10%,Net Banking
10108,08-06-2024,2024,Jun,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,5,13088,10,58896,11457.13,19.50%,Debit Card
10109,07-09-2024,2024,Sep,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,1,44965,10,40468.5,3617.94,8.90%,Debit Card
10110,05-01-2025,2025,Jan,Aarna Bandi,West,Goa,Toys,RC Car,RC Car Incidunt,4,28822,10,103759.2,25441.67,24.50%,Net Banking
10111,22-10-2024,2024,Oct,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,2,30299,10,54538.2,10554.74,19.40%,Credit Card
10112,12-04-2024,2024,Apr,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,2,44595,20,71352,5019.37,7.00%,Net Banking
10113,04-10-2023,2023,Oct,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,3,32301,20,77522.4,10882.22,14.00%,Net Banking
10114,30-11-2023,2023,Nov,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,78217,0,234651,18949.32,8.10%,COD
10115,23-11-2024,2024,Nov,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,5,19154,15,81404.5,8267.53,10.20%,COD
10116,15-05-2025,2025,May,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,4,25790,20,82528,4856.22,5.90%,Debit Card
10117,10-05-2024,2024,May,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,3,78010,10,210627,20117.45,9.60%,UPI
10118,30-01-2025,2025,Jan,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,4,8753,5,33261.4,4190.2,12.60%,UPI
10119,26-09-2024,2024,Sep,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,5,49477,20,197908,38220.91,19.30%,Credit Card
10120,10-01-2025,2025,Jan,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,1,54160,15,46036,9505.54,20.60%,COD
10121,16-05-2025,2025,May,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,2,58592,5,111324.8,9680.25,8.70%,Debit Card
10122,25-04-2025,2025,Apr,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,1,6284,0,6284,888.46,14.10%,Debit Card
10123,23-06-2025,2025,Jun,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,4,79276,20,253683.2,28531.58,11.20%,UPI
10124,02-12-2024,2024,Dec,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,22072,20,52972.8,2832.75,5.30%,Net Banking
10125,22-11-2024,2024,Nov,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,1,61175,15,51998.75,10749.96,20.70%,Debit Card
10126,03-06-2024,2024,Jun,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,3,53034,15,135236.7,16863.94,12.50%,Net Banking
10127,09-02-2025,2025,Feb,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,3,20304,10,54820.8,8867.14,16.20%,UPI
10128,12-11-2024,2024,Nov,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,3,19607,0,58821,9062.46,15.40%,UPI
10129,31-07-2025,2025,Jul,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,26827,10,24144.3,4041.1,16.70%,Credit Card
10130,07-03-2024,2024,Mar,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,5,31262,15,132863.5,12796.17,9.60%,Credit Card
10131,03-07-2024,2024,Jul,Ishaan Walia,South,Hyderabad,Electronics,Headphones,Headphones Id,4,61765,5,234707,30160.38,12.90%,Net Banking
10132,22-08-2024,2024,Aug,Oorja Sur,East,Patna,Clothing,Women's Wear,Women's Wear Ipsa,4,2962,20,9478.4,583.27,6.20%,Credit Card
10133,01-08-2024,2024,Aug,Dharmajan Lall,East,Kolkata,Toys,Puzzle,Puzzle Placeat,3,17679,15,45081.45,2373.83,5.30%,UPI
10134,23-01-2024,2024,Jan,Shanaya Kala,North,Chandigarh,Furniture,Sofa,Sofa Nulla,1,79310,15,67413.5,6655.67,9.90%,UPI
10135,06-08-2024,2024,Aug,Rati Goel,South,Chennai,Electronics,Camera,Camera Culpa,4,33270,5,126426,12467.79,9.90%,Debit Card
10136,24-03-2024,2024,Mar,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,3,35928,5,102394.8,10207.76,10.00%,Debit Card
10137,26-03-2025,2025,Mar,Akarsh Hayre,East,Kolkata,Toys,Board Game,Board Game Animi,1,62438,5,59316.1,4810.78,8.10%,UPI
10138,18-10-2024,2024,Oct,Hrishita Bajaj,West,Surat,Furniture,Bed,Bed Accusantium,4,41162,0,164648,22384,13.60%,Debit Card
10139,15-01-2025,2025,Jan,Prerak Shere,East,Guwahati,Electronics,Mobile,Mobile Aspernatur,4,78576,5,298588.8,66122.26,22.10%,Credit Card
10140,13-08-2025,2025,Aug,Kartik Seth,East,Patna,Books,Non-Fiction,Non-Fiction Quae,3,38456,5,109599.6,26199.38,23.90%,Debit Card
10141,29-09-2024,2024,Sep,Riya Brahmbhatt,South,Hyderabad,Clothing,Kids Wear,Kids Wear Tempora,1,51518,10,46366.2,11129.47,24.00%,UPI
10142,05-12-2023,2023,Dec,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,3,25964,0,77892,7594.54,9.80%,COD
10143,20-04-2024,2024,Apr,Shamik Buch,East,Patna,Furniture,Cabinet,Cabinet Voluptatum,5,38240,5,181640,26909.05,14.80%,Debit Card
10144,02-04-2024,2024,Apr,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,2,40778,0,81556,19814.83,24.30%,COD
10145,14-08-2024,2024,Aug,Jivin Hans,East,Bhubaneswar,Sports,Football,Football Dolores,5,22147,5,105198.25,7812.18,7.40%,UPI
10146,13-11-2024,2024,Nov,Vaibhav Rattan,South,Chennai,Furniture,Table,Table Tenetur,1,48776,15,41459.6,9356.05,22.60%,UPI
10147,01-01-2024,2024,Jan,Nayantara Kalita,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Eum,2,74802,15,127163.4,8863.77,7.00%,Net Banking
10148,14-01-2024,2024,Jan,Shaan Sehgal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Porro,1,77440,20,61952,5189.49,8.40%,UPI
10149,14-06-2024,2024,Jun,Dhruv Garg,East,Ranchi,Kitchen,Juicer,Juicer Reiciendis,1,42881,5,40736.95,3037.21,7.50%,Net Banking
10150,04-03-2024,2024,Mar,Kavya Lanka,West,Surat,Books,Non-Fiction,Non-Fiction Commodi,4,11205,10,40338,6759.61,16.80%,UPI
10151,24-08-2025,2025,Aug,Fateh Tripathi,North,Jaipur,Toys,Puzzle,Puzzle Repellendus,4,67259,5,255584.2,24050.17,9.40%,UPI
10152,25-08-2025,2025,Aug,Manikya Bhattacharyya,South,Coimbatore,Groceries,Spices,Spices Suscipit,3,21886,10,59092.2,14240.48,24.10%,Net Banking
10153,11-07-2025,2025,Jul,Tiya Mani,North,Jaipur,Kitchen,Microwave,Microwave Officiis,3,8844,0,26532,3837.38,14.50%,UPI
10154,29-12-2023,2023,Dec,Vihaan Loyal,West,Goa,Kitchen,Cookware Set,Cookware Set Quo,3,32484,5,92579.4,14375.96,15.50%,COD
10155,12-12-2023,2023,Dec,Ritvik Vyas,North,Jaipur,Home Decor,Clock,Clock Itaque,2,26027,5,49451.3,8546.38,17.30%,UPI
10156,22-12-2024,2024,Dec,Ivana Hegde,West,Surat,Beauty,Foundation,Foundation Nihil,4,43826,5,166538.8,17272.57,10.40%,Credit Card
10157,07-04-2024,2024,Apr,Vardaniya Ramaswamy,East,Patna,Toys,Action Figure,Action Figure Enim,1,39221,15,33337.85,2238.25,6.70%,Debit Card
10158,03-02-2025,2025,Feb,Ela Chakraborty,North,Lucknow,Toys,RC Car,RC Car In,1,54312,0,54312,10936.17,20.10%,Net Banking
10159,21-06-2025,2025,Jun,Taimur Tara,East,Ranchi,Clothing,Kids Wear,Kids Wear Aliquid,1,15748,0,15748,2754.67,17.50%,COD
10160,31-07-2024,2024,Jul,Hrishita Chanda,West,Pune,Electronics,Headphones,Headphones Labore,2,68044,10,122479.2,10609.67,8.70%,COD
10161,26-09-2025,2025,Sep,Myra Handa,West,Pune,Home Decor,Clock,Clock Officia,5,8465,0,42325,8053.7,19.00%,COD
10162,22-07-2024,2024,Jul,Anvi Mammen,East,Patna,Furniture,Sofa,Sofa Dolor,1,63767,20,51013.6,4109.49,8.10%,COD
10163,14-09-2024,2024,Sep,Shamik Walla,East,Patna,Books,Biography,Biography Mollitia,5,43178,0,215890,19440.44,9.00%,Credit Card
10164,21-06-2024,2024,Jun,Inaaya  Tandon,South,Hyderabad,Kitchen,Juicer,Juicer Possimus,5,44801,15,190404.25,16507.93,8.70%,UPI
10165,21-08-2025,2025,Aug,Shayak Sekhon,North,Amritsar,Home Decor,Cushion,Cushion Quasi,4,71174,5,270461.2,51178.34,18.90%,Credit Card
10166,18-09-2025,2025,Sep,Mehul Wable,West,Surat,Books,Comics,Comics Ad,2,56852,5,108018.8,15879.48,14.70%,Debit Card
10167,01-04-2025,2025,Apr,Raghav Samra,West,Pune,Furniture,Table,Table Expedita,3,8167,15,20825.85,3866.48,18.60%,Net Banking
10168,07-04-2024,2024,Apr,Kiara Saha,West,Goa,Sports,Dumbbells,Dumbbells Voluptatem,2,59433,10,106979.4,24846.59,23.20%,Credit Card
10169,21-03-2024,2024,Mar,Yasmin Kamdar,South,Bangalore,Groceries,Wheat,Wheat Beatae,3,42341,0,127023,22887.76,18.00%,COD
10170,28-07-2025,2025,Jul,Inaaya  Walla,North,Lucknow,Sports,Tennis Racket,Tennis Racket Doloremque,5,23230,10,104535,22068.31,21.10%,Debit Card
10171,29-06-2024,2024,Jun,Saira Kapoor,East,Guwahati,Sports,Football,Football Nesciunt,3,39790,0,119370,25753.35,21.60%,Debit Card
10172,29-10-2024,2024,Oct,Uthkarsh Grewal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Officia,3,15794,15,40274.7,4036,10.00%,Net Banking
10173,16-01-2025,2025,Jan,Amira Chakraborty,South,Hyderabad,Clothing,Men's Wear,Men's Wear Quos,1,10635,0,10635,1958.69,18.40%,UPI
